Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role
Goran Dragić,110,2014-15,112.0,21.8,2.1,6.8,17.4,28.0,TOT,NBA,78.0,78.0,2640.0,9.7,19.3,7.9,14.3,1.7,5.0,3.5,4.5,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,0.501,0.555,0.34700000000000003,0.546,0.774,0.5770000000000001,2014,PG,8,All Star
Andre Drummond,100,2014-15,107.0,22.0,1.2,7.7,21.4,21.0,DET,NBA,82.0,82.0,2502.0,10.2,19.9,10.2,19.8,0.0,0.0,2.9,7.5,9.0,13.8,22.8,1.1,1.5,3.2,2.5,5.9,23.4,0.514,0.515,0.0,0.514,0.389,0.504,2014,C,6,Star Inside Big
Jared Dudley,104,2014-15,112.0,13.5,1.1,4.1,12.3,29.0,MIL,NBA,72.0,22.0,1717.0,5.9,12.6,3.7,6.9,2.2,5.7,1.4,2.0,1.3,5.2,6.5,3.9,2.1,0.3,1.8,3.4,15.4,0.46799999999999997,0.537,0.385,0.556,0.716,0.5720000000000001,2014,SG,7,Elite Wing
Tim Duncan,97,2014-15,113.0,22.2,4.2,9.6,22.6,38.0,SAS,NBA,77.0,77.0,2227.0,9.6,18.8,9.6,18.7,0.0,0.2,5.3,7.1,3.9,12.3,16.2,5.3,1.4,3.5,3.0,3.8,24.6,0.512,0.514,0.28600000000000003,0.513,0.74,0.56,2014,C,6,Star Inside Big
Mike Dunleavy,106,2014-15,113.0,14.2,1.1,4.1,11.6,34.0,CHI,NBA,63.0,63.0,1838.0,5.9,13.5,2.9,6.1,3.0,7.4,2.0,2.4,0.8,6.2,7.0,3.2,1.1,0.6,1.7,3.5,16.7,0.435,0.46799999999999997,0.40700000000000003,0.546,0.805,0.573,2014,SF,7,Elite Wing
Kevin Durant,105,2014-15,121.0,29.1,1.9,4.8,27.6,26.0,OKC,NBA,27.0,27.0,913.0,13.1,25.6,9.6,16.9,3.5,8.7,8.0,9.4,0.9,8.9,9.8,6.0,1.3,1.4,4.1,2.2,37.7,0.51,0.565,0.40299999999999997,0.578,0.8540000000000001,0.633,2014,SF,8,All Star
Cleanthony Early,110,2014-15,87.0,19.6,-0.5,-0.4,8.4,23.0,NYK,NBA,39.0,7.0,647.0,6.2,17.4,4.4,10.6,1.8,6.8,2.9,3.9,1.8,6.1,7.9,2.9,2.0,1.0,3.3,4.6,17.1,0.355,0.415,0.262,0.40700000000000003,0.75,0.447,2014,SF,5,Perimeter Scorer
Wayne Ellington,114,2014-15,103.0,18.5,-0.4,1.2,11.6,27.0,LAL,NBA,65.0,36.0,1675.0,7.7,18.8,5.0,11.4,2.7,7.4,1.6,2.0,0.9,5.5,6.4,3.2,1.0,0.1,1.5,2.3,19.8,0.41200000000000003,0.439,0.37,0.485,0.813,0.504,2014,SG,1,3&D
Monta Ellis,107,2014-15,100.0,27.9,1.3,3.6,16.5,29.0,DAL,NBA,80.0,80.0,2699.0,11.3,25.3,9.7,20.0,1.5,5.3,4.3,5.7,0.6,2.9,3.6,6.1,2.8,0.5,3.7,3.7,28.3,0.445,0.48700000000000004,0.285,0.475,0.752,0.509,2014,SG,2,Do It All
James Ennis,108,2014-15,110.0,14.6,0.1,1.9,11.5,24.0,MIA,NBA,62.0,3.0,1051.0,5.1,12.4,3.5,7.6,1.6,4.8,4.0,4.7,2.6,6.3,8.8,2.4,1.3,0.9,2.0,4.5,15.7,0.409,0.461,0.326,0.47200000000000003,0.84,0.541,2014,SF,1,3&D
Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG,5,Perimeter Scorer
Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG,5,Perimeter Scorer
Tyler Ennis,105,2014-15,83.0,20.6,-0.5,-0.3,7.3,20.0,TOT,NBA,33.0,1.0,411.0,6.4,17.8,4.9,12.5,1.5,5.3,0.6,0.9,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0.361,0.396,0.27899999999999997,0.40299999999999997,0.7140000000000001,0.41100000000000003,2014,PG,5,Perimeter Scorer
Reggie Evans,106,2014-15,103.0,13.0,-0.1,1.2,11.7,34.0,SAC,NBA,47.0,7.0,764.0,3.8,9.0,3.8,8.9,0.0,0.1,4.0,6.4,6.4,13.3,19.7,2.1,1.4,0.3,3.0,6.0,11.6,0.423,0.43,0.0,0.423,0.619,0.49,2014,PF,3,Backup Inside Big
Tyreke Evans,107,2014-15,103.0,26.1,2.6,4.6,17.7,25.0,NOP,NBA,79.0,76.0,2690.0,10.2,22.8,8.8,18.3,1.3,4.4,3.9,5.7,1.6,6.5,8.1,10.2,2.0,0.7,4.8,3.9,25.6,0.447,0.48200000000000004,0.304,0.47700000000000004,0.6940000000000001,0.508,2014,SG,2,Do It All
Dante Exum,109,2014-15,90.0,13.8,-0.8,-0.1,5.7,19.0,UTA,NBA,82.0,41.0,1817.0,4.2,12.2,1.8,4.4,2.4,7.7,0.6,0.9,0.8,3.0,3.8,5.8,1.2,0.4,3.4,4.3,11.5,0.349,0.408,0.314,0.44799999999999995,0.625,0.457,2014,PG,5,Perimeter Scorer
Festus Ezeli,99,2014-15,111.0,17.7,0.0,1.7,16.2,25.0,GSW,NBA,46.0,7.0,504.0,7.4,13.5,7.4,13.5,0.0,0.0,4.7,7.6,5.8,9.2,15.0,0.9,0.7,4.1,3.1,7.5,19.5,0.547,0.547,0.0,0.547,0.628,0.58,2014,C,9,
Kenneth Faried,106,2014-15,111.0,20.3,1.4,5.6,18.4,25.0,DEN,NBA,75.0,71.0,2086.0,8.9,17.6,8.9,17.4,0.0,0.2,4.8,6.9,5.8,10.2,16.0,2.1,1.5,1.4,2.8,5.1,22.6,0.507,0.511,0.125,0.507,0.691,0.5479999999999999,2014,PF,9,
Jordan Farmar,108,2014-15,101.0,16.6,0.0,0.6,9.9,28.0,LAC,NBA,36.0,0.0,529.0,5.8,15.1,2.5,5.8,3.4,9.3,1.0,1.1,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,0.386,0.426,0.361,0.4970000000000001,0.909,0.513,2014,PG,1,3&D
Derrick Favors,102,2014-15,113.0,23.8,2.6,8.3,21.8,23.0,UTA,NBA,74.0,74.0,2280.0,11.2,21.4,11.2,21.2,0.0,0.1,5.2,7.7,4.6,9.6,14.1,2.6,1.4,2.9,2.8,4.9,27.6,0.525,0.527,0.16699999999999998,0.526,0.669,0.5579999999999999,2014,PF,6,Star Inside Big
Evan Fournier,111,2014-15,105.0,19.7,-0.1,2.1,12.4,22.0,ORL,NBA,58.0,32.0,1661.0,7.8,17.7,5.2,10.8,2.6,6.9,3.3,4.5,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,0.44,0.48,0.37799999999999995,0.514,0.728,0.546,2014,SG,1,3&D
Randy Foye,111,2014-15,102.0,19.3,0.2,1.0,11.0,31.0,DEN,NBA,50.0,21.0,1087.0,6.8,18.5,2.5,6.4,4.3,12.1,2.1,2.5,0.4,3.5,3.9,5.5,1.6,0.5,2.8,4.5,20.0,0.368,0.38799999999999996,0.35700000000000004,0.485,0.818,0.51,2014,SG,1,3&D
Jimmer Fredette,111,2014-15,97.0,19.6,-0.4,0.2,9.8,25.0,NOP,NBA,50.0,0.0,509.0,6.5,17.1,5.6,12.2,0.9,5.0,4.4,4.6,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,0.38,0.45799999999999996,0.188,0.40700000000000003,0.956,0.479,2014,PG,5,Perimeter Scorer
Joel Freeland,102,2014-15,109.0,13.4,0.0,1.6,12.2,27.0,POR,NBA,48.0,8.0,617.0,6.1,12.5,6.1,12.5,0.0,0.0,1.7,2.1,5.1,10.7,15.8,1.3,0.7,1.9,1.9,7.7,14.0,0.49,0.49,0.0,0.49,0.84,0.522,2014,C,3,Backup Inside Big
Channing Frye,108,2014-15,101.0,14.1,0.5,2.1,9.5,31.0,ORL,NBA,75.0,51.0,1870.0,5.2,13.3,1.5,3.9,3.7,9.5,0.8,1.0,0.7,7.3,8.0,2.6,1.3,1.1,2.1,5.2,15.0,0.392,0.39,0.39299999999999996,0.532,0.8859999999999999,0.546,2014,PF,1,3&D
Danilo Gallinari,109,2014-15,114.0,21.5,1.2,3.9,16.8,26.0,DEN,NBA,59.0,27.0,1426.0,8.0,19.9,4.2,9.4,3.7,10.5,6.0,6.7,1.1,6.5,7.6,2.9,1.6,0.7,2.0,3.3,25.7,0.401,0.45299999999999996,0.355,0.496,0.895,0.563,2014,SF,7,Elite Wing
Langston Galloway,111,2014-15,101.0,19.2,0.3,1.3,12.3,23.0,NYK,NBA,45.0,41.0,1457.0,7.4,18.5,5.1,12.1,2.2,6.4,2.3,2.8,1.3,5.5,6.9,5.4,1.9,0.4,2.2,4.7,19.3,0.39899999999999997,0.424,0.35200000000000004,0.46,0.8079999999999999,0.489,2014,PG,1,3&D
Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF,3,Backup Inside Big
Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF,3,Backup Inside Big
Kevin Garnett,101,2014-15,101.0,17.8,0.4,1.9,15.2,38.0,TOT,NBA,47.0,47.0,952.0,7.8,16.6,7.7,16.2,0.1,0.4,2.0,2.4,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0.467,0.475,0.14300000000000002,0.469,0.8,0.496,2014,PF,3,Backup Inside Big
Marc Gasol,100,2014-15,111.0,24.6,4.6,10.2,21.7,30.0,MEM,NBA,81.0,81.0,2687.0,10.3,20.8,10.2,20.5,0.1,0.3,6.8,8.5,2.2,10.0,12.2,6.0,1.4,2.5,3.4,4.0,27.4,0.494,0.5,0.17600000000000002,0.496,0.795,0.5579999999999999,2014,C,6,Star Inside Big
Pau Gasol,101,2014-15,112.0,24.7,3.2,10.4,22.7,34.0,CHI,NBA,78.0,78.0,2681.0,11.0,22.2,10.8,21.7,0.2,0.5,5.7,7.1,4.2,13.5,17.7,4.1,0.5,2.8,3.0,2.8,27.9,0.494,0.495,0.462,0.5,0.8029999999999999,0.55,2014,PF,4,Superstar
Rudy Gay,110,2014-15,110.0,27.0,2.5,6.1,19.7,28.0,SAC,NBA,68.0,67.0,2408.0,10.6,23.3,9.0,18.7,1.7,4.6,7.0,8.2,2.0,6.3,8.3,5.2,1.5,0.9,3.8,3.3,29.9,0.455,0.479,0.359,0.491,0.858,0.556,2014,SF,8,All Star
Alonzo Gee,107,2014-15,106.0,16.7,0.2,1.2,13.0,27.0,TOT,NBA,54.0,2.0,662.0,6.6,14.1,5.6,11.4,1.0,2.7,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.46799999999999997,0.49,0.371,0.503,0.701,0.5479999999999999,2014,SF,1,3&D
Alonzo Gee,107,2014-15,106.0,16.7,0.2,1.2,13.0,27.0,TOT,NBA,54.0,2.0,662.0,6.6,14.1,5.6,11.4,1.0,2.7,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.46799999999999997,0.49,0.371,0.503,0.701,0.5479999999999999,2014,SF,1,3&D
Alonzo Gee,107,2014-15,106.0,16.7,0.2,1.2,13.0,27.0,TOT,NBA,54.0,2.0,662.0,6.6,14.1,5.6,11.4,1.0,2.7,4.1,5.8,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0.46799999999999997,0.49,0.371,0.503,0.701,0.5479999999999999,2014,SF,1,3&D
Taj Gibson,104,2014-15,112.0,17.6,1.1,4.8,16.1,29.0,CHI,NBA,62.0,17.0,1692.0,7.8,15.5,7.8,15.5,0.0,0.0,4.0,5.6,5.0,7.2,12.1,2.2,1.1,2.3,2.4,5.0,19.6,0.502,0.502,0.0,0.502,0.7170000000000001,0.545,2014,PF,9,
Manu Ginóbili,102,2014-15,103.0,23.9,1.5,3.7,16.2,37.0,SAS,NBA,70.0,0.0,1587.0,8.1,19.0,5.2,10.7,2.9,8.3,4.7,6.6,0.9,5.9,6.8,9.5,2.2,0.6,5.0,4.5,23.8,0.426,0.489,0.345,0.502,0.721,0.544,2014,SG,7,Elite Wing
Rudy Gobert,98,2014-15,122.0,14.0,4.3,9.3,21.6,22.0,UTA,NBA,82.0,37.0,2158.0,6.3,10.5,6.3,10.5,0.0,0.0,4.2,6.7,6.5,12.5,19.1,2.7,1.6,4.7,2.7,4.3,16.9,0.604,0.607,0.0,0.604,0.623,0.627,2014,C,6,Star Inside Big
Drew Gooden,103,2014-15,103.0,17.0,0.1,1.7,11.9,33.0,WAS,NBA,51.0,7.0,864.0,6.5,16.4,5.2,12.9,1.4,3.5,2.0,2.6,4.3,9.0,13.2,2.9,1.2,0.5,1.7,5.4,16.4,0.39899999999999997,0.401,0.39,0.44,0.773,0.469,2014,PF,1,3&D
Archie Goodwin,108,2014-15,94.0,23.4,-0.3,0.2,11.2,20.0,PHO,NBA,41.0,2.0,535.0,7.4,18.7,6.2,14.9,1.1,3.8,5.7,7.7,2.5,4.4,6.9,4.1,1.7,0.8,4.5,5.1,21.5,0.39299999999999996,0.419,0.293,0.423,0.735,0.486,2014,SG,5,Perimeter Scorer
Aaron Gordon,107,2014-15,101.0,15.5,-0.2,1.0,11.4,19.0,ORL,NBA,47.0,8.0,797.0,6.0,13.3,5.1,10.3,0.8,3.1,2.8,3.9,3.0,7.9,10.8,2.1,1.3,1.4,2.4,5.3,15.6,0.447,0.5,0.271,0.478,0.721,0.517,2014,PF,1,3&D
Ben Gordon,112,2014-15,98.0,21.8,-0.8,0.3,10.6,31.0,ORL,NBA,56.0,0.0,790.0,8.4,19.1,6.1,12.8,2.3,6.3,3.6,4.3,0.4,3.7,4.1,3.2,0.9,0.1,3.6,3.9,22.6,0.4370000000000001,0.475,0.361,0.4970000000000001,0.836,0.5379999999999999,2014,SG,1,3&D
Eric Gordon,111,2014-15,106.0,19.8,0.7,2.9,12.7,26.0,NOP,NBA,61.0,60.0,2018.0,7.4,18.1,3.7,9.9,3.7,8.2,2.8,3.5,0.7,3.4,4.1,6.0,1.3,0.4,3.2,3.8,21.3,0.41100000000000003,0.38,0.44799999999999995,0.512,0.805,0.544,2014,SG,7,Elite Wing
Marcin Gortat,100,2014-15,114.0,17.6,2.4,8.6,18.2,30.0,WAS,NBA,82.0,82.0,2453.0,9.2,16.2,9.2,16.1,0.0,0.1,2.6,3.7,3.8,11.2,15.0,2.0,1.0,2.3,2.1,4.0,20.9,0.5660000000000001,0.569,0.0,0.5660000000000001,0.703,0.5870000000000001,2014,C,6,Star Inside Big
Danny Granger,110,2014-15,102.0,15.5,-0.2,0.6,8.6,31.0,MIA,NBA,30.0,6.0,613.0,5.6,14.0,3.0,6.7,2.6,7.2,2.4,3.2,1.7,5.2,6.9,1.5,1.1,0.5,2.1,5.8,16.2,0.401,0.449,0.35700000000000004,0.494,0.757,0.527,2014,SF,5,Perimeter Scorer
Jerami Grant,106,2014-15,91.0,16.5,-0.5,0.5,8.7,20.0,PHI,NBA,65.0,11.0,1377.0,4.5,12.8,2.7,7.1,1.8,5.7,4.2,7.0,1.8,5.4,7.2,2.9,1.5,2.5,3.1,5.2,15.0,0.35200000000000004,0.38299999999999995,0.314,0.42200000000000004,0.591,0.47,2014,SF,5,Perimeter Scorer
Danny Green,100,2014-15,114.0,17.5,4.1,7.8,16.5,27.0,SAS,NBA,81.0,80.0,2312.0,7.1,16.3,2.9,6.2,4.2,10.1,2.5,2.8,1.2,6.4,7.6,3.5,2.2,1.9,2.1,3.6,20.9,0.436,0.466,0.418,0.5660000000000001,0.8740000000000001,0.596,2014,SG,8,All Star
Draymond Green,97,2014-15,110.0,17.2,4.4,8.5,16.4,24.0,GSW,NBA,79.0,79.0,2490.0,6.7,15.0,4.5,8.6,2.2,6.5,2.6,3.9,2.2,10.5,12.7,5.7,2.4,1.9,2.6,5.0,18.1,0.44299999999999995,0.523,0.337,0.516,0.66,0.54,2014,PF,8,All Star
Erick Green,112,2014-15,95.0,19.1,-0.3,0.0,8.9,23.0,DEN,NBA,43.0,1.0,410.0,7.4,19.7,5.7,14.0,1.7,5.7,1.2,1.5,0.9,2.9,3.8,4.8,1.5,0.0,1.7,3.2,17.8,0.377,0.409,0.298,0.42,0.833,0.436,2014,PG,5,Perimeter Scorer
Gerald Green,108,2014-15,101.0,28.4,-0.2,1.9,15.4,29.0,PHO,NBA,74.0,4.0,1446.0,11.2,26.8,6.4,13.5,4.7,13.3,3.4,4.1,1.1,5.3,6.4,3.1,1.4,0.4,3.6,5.0,30.5,0.41600000000000004,0.478,0.354,0.504,0.825,0.532,2014,SG,7,Elite Wing
Jeff Green,106,2014-15,106.0,21.9,0.8,5.2,14.4,28.0,TOT,NBA,78.0,70.0,2454.0,8.7,20.2,6.7,14.1,2.0,6.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.43,0.473,0.332,0.48,0.833,0.534,2014,SF,7,Elite Wing
Jeff Green,106,2014-15,106.0,21.9,0.8,5.2,14.4,28.0,TOT,NBA,78.0,70.0,2454.0,8.7,20.2,6.7,14.1,2.0,6.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.43,0.473,0.332,0.48,0.833,0.534,2014,SF,7,Elite Wing
Jeff Green,106,2014-15,106.0,21.9,0.8,5.2,14.4,28.0,TOT,NBA,78.0,70.0,2454.0,8.7,20.2,6.7,14.1,2.0,6.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.43,0.473,0.332,0.48,0.833,0.534,2014,SF,7,Elite Wing
Willie Green,111,2014-15,93.0,17.6,-0.7,-0.1,7.9,33.0,ORL,NBA,52.0,2.0,951.0,6.3,16.5,4.1,9.9,2.3,6.5,1.5,1.8,0.8,3.5,4.2,3.7,1.4,0.3,2.6,4.4,16.5,0.386,0.41100000000000003,0.34700000000000003,0.45399999999999996,0.8240000000000001,0.47700000000000004,2014,SG,5,Perimeter Scorer
Blake Griffin,106,2014-15,113.0,28.4,3.6,9.0,22.8,25.0,LAC,NBA,67.0,67.0,2356.0,12.3,24.6,12.1,24.1,0.2,0.5,6.7,9.2,2.7,8.2,10.9,7.6,1.4,0.8,3.3,4.2,31.6,0.502,0.504,0.4,0.506,0.728,0.551,2014,PF,6,Star Inside Big
P.J. Hairston,104,2014-15,91.0,20.4,-0.3,0.3,9.0,22.0,CHO,NBA,45.0,2.0,687.0,6.5,20.2,2.9,8.0,3.7,12.3,2.3,2.7,1.7,5.3,6.9,1.6,1.6,1.0,1.7,4.6,19.1,0.32299999999999995,0.358,0.301,0.414,0.861,0.446,2014,SG,5,Perimeter Scorer
Justin Hamilton,109,2014-15,114.0,14.2,0.5,1.5,14.6,24.0,TOT,NBA,41.0,14.0,712.0,6.2,12.9,5.4,10.7,0.7,2.2,2.8,3.4,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0.478,0.51,0.32299999999999995,0.506,0.83,0.551,2014,C,2,Do It All
Justin Hamilton,109,2014-15,114.0,14.2,0.5,1.5,14.6,24.0,TOT,NBA,41.0,14.0,712.0,6.2,12.9,5.4,10.7,0.7,2.2,2.8,3.4,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0.478,0.51,0.32299999999999995,0.506,0.83,0.551,2014,C,2,Do It All
Justin Hamilton,109,2014-15,114.0,14.2,0.5,1.5,14.6,24.0,TOT,NBA,41.0,14.0,712.0,6.2,12.9,5.4,10.7,0.7,2.2,2.8,3.4,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0.478,0.51,0.32299999999999995,0.506,0.83,0.551,2014,C,2,Do It All
Tyler Hansbrough,107,2014-15,132.0,10.5,0.4,3.4,13.3,29.0,TOR,NBA,74.0,8.0,1058.0,4.2,8.1,4.2,7.7,0.0,0.3,4.7,6.8,5.2,7.8,13.0,1.0,1.5,0.7,1.0,6.9,13.2,0.521,0.5379999999999999,0.14300000000000002,0.524,0.698,0.597,2014,PF,3,Backup Inside Big
Tim Hardaway,114,2014-15,101.0,23.8,-0.9,0.8,12.1,22.0,NYK,NBA,70.0,30.0,1681.0,8.7,22.5,4.9,11.4,3.8,11.1,3.9,4.9,0.4,4.5,4.9,4.0,0.6,0.4,2.6,3.7,25.2,0.389,0.435,0.342,0.474,0.8009999999999999,0.512,2014,SG,1,3&D
James Harden,103,2014-15,118.0,31.3,7.8,16.4,26.7,25.0,HOU,NBA,81.0,81.0,2981.0,10.8,24.5,7.3,15.3,3.5,9.3,11.9,13.7,1.3,6.4,7.7,9.4,2.6,1.0,5.4,3.5,37.0,0.44,0.48,0.375,0.511,0.868,0.605,2014,SG,4,Superstar
Maurice Harkless,107,2014-15,92.0,13.7,-0.1,0.3,8.4,21.0,ORL,NBA,45.0,4.0,674.0,4.8,12.0,4.0,7.7,0.8,4.2,1.7,3.1,2.9,5.2,8.0,1.9,2.4,0.7,2.0,5.0,12.0,0.39899999999999997,0.52,0.179,0.43,0.537,0.449,2014,SF,5,Perimeter Scorer
Devin Harris,108,2014-15,113.0,18.0,1.3,4.2,14.8,31.0,DAL,NBA,76.0,3.0,1685.0,6.6,15.7,3.7,7.7,2.8,8.0,4.0,4.8,0.4,3.7,4.0,7.1,2.3,0.4,2.5,4.4,19.9,0.418,0.48100000000000004,0.35700000000000004,0.509,0.815,0.5589999999999999,2014,PG,7,Elite Wing
Gary Harris,109,2014-15,81.0,16.6,-0.4,-0.7,4.9,20.0,DEN,NBA,55.0,6.0,719.0,4.6,15.1,3.1,7.9,1.5,7.2,2.4,3.3,1.5,3.0,4.4,2.0,2.7,0.5,2.6,4.9,13.1,0.304,0.395,0.204,0.353,0.745,0.395,2014,SG,5,Perimeter Scorer
Joe Harris,111,2014-15,97.0,14.1,-0.3,0.2,5.6,23.0,CLE,NBA,51.0,1.0,493.0,5.1,12.7,1.8,3.8,3.3,8.9,0.9,1.6,0.7,3.6,4.3,2.7,0.7,0.2,2.8,6.5,14.3,0.4,0.47200000000000003,0.369,0.529,0.6,0.537,2014,SG,5,Perimeter Scorer
Tobias Harris,108,2014-15,107.0,22.5,1.0,4.8,16.7,22.0,ORL,NBA,68.0,63.0,2369.0,9.5,20.5,7.7,15.3,1.9,5.2,4.2,5.3,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,0.466,0.5,0.364,0.512,0.7879999999999999,0.551,2014,SF,8,All Star
Udonis Haslem,106,2014-15,102.0,14.6,-0.4,1.4,10.6,34.0,MIA,NBA,62.0,25.0,995.0,5.7,12.7,5.6,12.2,0.1,0.5,2.4,3.4,3.8,9.9,13.7,2.4,1.1,0.7,2.2,6.0,13.8,0.44799999999999995,0.45899999999999996,0.2,0.452,0.703,0.488,2014,PF,3,Backup Inside Big
Spencer Hawes,104,2014-15,95.0,17.9,0.0,1.2,9.8,26.0,LAC,NBA,73.0,15.0,1274.0,6.5,16.5,4.3,9.5,2.2,7.0,1.8,2.7,1.2,9.1,10.3,3.5,1.0,2.1,2.4,6.9,16.9,0.39299999999999996,0.452,0.313,0.45899999999999996,0.647,0.478,2014,PF,5,Perimeter Scorer
Gordon Hayward,105,2014-15,111.0,26.2,3.6,8.7,20.2,24.0,UTA,NBA,76.0,76.0,2618.0,9.8,22.0,7.4,15.4,2.4,6.7,7.6,9.4,1.1,6.5,7.6,6.3,2.2,0.6,4.2,2.7,29.7,0.445,0.48100000000000004,0.364,0.5,0.812,0.5670000000000001,2014,SF,8,All Star
Gerald Henderson,106,2014-15,102.0,20.7,0.3,3.6,13.2,27.0,CHO,NBA,80.0,72.0,2315.0,8.3,18.9,7.2,15.9,1.0,3.0,4.1,4.8,0.8,5.3,6.1,4.6,1.1,0.5,2.5,3.0,21.6,0.4370000000000001,0.457,0.331,0.46299999999999997,0.848,0.514,2014,SG,2,Do It All
John Henson,98,2014-15,106.0,18.1,1.4,3.6,18.0,24.0,MIL,NBA,67.0,11.0,1228.0,8.1,14.4,8.1,14.4,0.0,0.0,3.2,5.7,5.2,7.8,13.0,2.5,1.2,5.6,3.6,6.3,19.5,0.5660000000000001,0.5660000000000001,0.0,0.5660000000000001,0.569,0.578,2014,C,9,
Roy Hibbert,101,2014-15,101.0,21.3,0.5,4.2,15.4,28.0,IND,NBA,76.0,76.0,1926.0,8.5,19.0,8.5,18.9,0.0,0.1,4.5,5.5,4.2,10.3,14.4,2.2,0.5,3.3,2.9,5.8,21.5,0.446,0.44799999999999995,0.0,0.446,0.8240000000000001,0.501,2014,C,9,
J.J. Hickson,106,2014-15,100.0,19.7,-0.3,1.8,14.3,26.0,DEN,NBA,73.0,8.0,1411.0,7.7,16.2,7.7,16.2,0.0,0.1,4.1,7.1,5.3,10.7,16.0,2.0,1.3,1.2,3.4,4.8,19.5,0.475,0.47700000000000004,0.0,0.475,0.5770000000000001,0.504,2014,C,3,Backup Inside Big
Nenê Hilário,102,2014-15,100.0,21.8,0.6,3.0,14.3,32.0,WAS,NBA,67.0,58.0,1693.0,9.3,18.2,9.3,18.0,0.0,0.2,3.7,6.1,2.5,7.9,10.4,3.7,2.0,0.7,3.8,5.4,22.3,0.511,0.513,0.2,0.512,0.604,0.534,2014,PF,9,
George Hill,103,2014-15,117.0,23.8,2.4,5.4,21.5,28.0,IND,NBA,43.0,36.0,1267.0,10.4,21.8,7.6,13.9,2.8,7.8,4.6,5.8,1.0,6.3,7.3,8.9,1.8,0.6,2.8,4.5,28.1,0.47700000000000004,0.544,0.358,0.541,0.79,0.579,2014,PG,8,All Star
Jordan Hill,109,2014-15,101.0,22.7,-0.3,2.2,16.2,27.0,LAL,NBA,70.0,57.0,1874.0,9.7,21.2,9.6,20.9,0.1,0.3,3.4,4.6,4.7,10.4,15.2,2.8,0.9,1.4,2.9,4.5,22.9,0.45899999999999996,0.462,0.273,0.461,0.738,0.494,2014,C,2,Do It All
Solomon Hill,105,2014-15,101.0,15.9,1.0,3.5,10.2,23.0,IND,NBA,82.0,78.0,2381.0,5.4,13.7,4.0,9.2,1.5,4.5,3.4,4.2,1.5,5.3,6.8,4.0,1.4,0.4,2.5,3.8,15.8,0.396,0.43,0.327,0.45,0.8240000000000001,0.507,2014,SF,1,3&D
